Nombre,Categoria,Precio,Calidad
HeroGalaxy,Plataforma,44224,95
GalaxyAdventure,Acción,53177,41
DragonKingdom,Carreras,41288,55
DragonQuest,MMORPG,66561,61
DragonWarrior,Acción,15683,66
EmpireFantasy,Carreras,26131,83
ChronicleShadow,Acción,22407,80
EmpireWarrior,Plataforma,7122,100
WarriorDragon,RPG,52710,57
DragonChronicle,MMORPG,12787,25
QuestFantasy,Carreras,63734,35
EmpireShadow,Battle Royale,41645,85
ShadowGalaxy,Acción,60918,5
LegendsGalaxy,Simulación,58852,60
GalaxyLegends,RPG,69628,33
FantasyHero,Deportes,44952,49
LegendsKingdom,Plataforma,24079,67
KingdomGalaxy,Battle Royale,17893,7
QuestHero,RPG,36085,32
KingdomEmpire,Deportes,47492,39
ChronicleQuest,RPG,11204,25
EmpireShadow,Aventura,35782,1
DragonFantasy,Estrategia,35379,16
HeroQuest,Simulación,432,19
QuestHero,RPG,38774,24
EmpireKingdom,FPS,11312,49
DragonDragon,RPG,18505,81
LegendsChronicle,Estrategia,51730,14
GalaxyLegends,Battle Royale,32300,60
FantasyHero,Estrategia,59032,78
FantasyDragon,Acción,66218,95
ShadowKingdom,FPS,59297,30
ChronicleShadow,Deportes,64105,30
DragonLegends,Carreras,32042,17
FantasyEmpire,FPS,9267,46
LegendsHero,Acción,51175,0
DragonFantasy,Deportes,6376,99
EmpireAdventure,Carreras,24464,55
WarriorShadow,Estrategia,11330,31
GalaxyDragon,MMORPG,52006,36
ChronicleQuest,Carreras,64702,31
AdventureWarrior,FPS,54589,60
DragonKingdom,Carreras,54429,22
QuestShadow,Plataforma,25625,30
QuestShadow,Puzzle,56230,92
WarriorWarrior,Battle Royale,55387,9
HeroChronicle,Battle Royale,46630,85
GalaxyEmpire,FPS,41411,54
DragonLegends,RPG,52038,55
ChronicleQuest,FPS,60434,72
FantasyLegends,Puzzle,51447,17
GalaxyKingdom,FPS,50699,53
LegendsGalaxy,Battle Royale,67527,100
ChronicleKingdom,Puzzle,17510,5
EmpireChronicle,Acción,67152,68
KingdomKingdom,Aventura,62021,23
DragonFantasy,RPG,38818,99
WarriorFantasy,Estrategia,48191,96
GalaxyChronicle,Carreras,60773,99
EmpireHero,Estrategia,42163,100
ShadowAdventure,Simulación,10640,23
WarriorWarrior,Estrategia,21672,54
KingdomEmpire,FPS,42978,62
DragonDragon,Estrategia,62101,66
WarriorFantasy,Plataforma,59983,53
DragonGalaxy,Acción,44069,22
ShadowHero,Acción,40695,83
DragonGalaxy,Carreras,26263,8
ShadowWarrior,Estrategia,15293,69
FantasyShadow,Plataforma,9728,70
AdventureWarrior,Deportes,307,75
QuestEmpire,Plataforma,57646,55
ChronicleShadow,Puzzle,39070,71
WarriorShadow,Aventura,30144,82
WarriorLegends,Aventura,34462,84
LegendsFantasy,Deportes,5086,19
HeroGalaxy,Acción,34093,58
KingdomWarrior,Carreras,55423,35
FantasyShadow,Deportes,7522,32
QuestChronicle,Carreras,28445,55
FantasyDragon,Estrategia,46368,61
DragonEmpire,RPG,55894,83
KingdomChronicle,Simulación,61900,24
EmpireFantasy,Aventura,43838,87
EmpireLegends,Battle Royale,9223,75
KingdomDragon,Puzzle,42332,25
ShadowEmpire,MMORPG,10810,25
AdventureLegends,Estrategia,43735,33
FantasyFantasy,Plataforma,10172,11
AdventureGalaxy,Deportes,10209,89
AdventureChronicle,Plataforma,59912,8
ShadowAdventure,Acción,28315,18
KingdomDragon,Carreras,67792,33
DragonShadow,Estrategia,54680,44
LegendsDragon,Battle Royale,66425,80
ShadowDragon,Simulación,12133,81
EmpireGalaxy,Puzzle,4192,29
DragonLegends,MMORPG,32830,56
HeroDragon,Simulación,8462,80
ShadowLegends,Puzzle,33017,93
AdventureEmpire,Puzzle,45607,42
GalaxyQuest,Deportes,7817,37
LegendsGalaxy,Acción,18720,61
GalaxyShadow,Simulación,34436,50
WarriorAdventure,Acción,25350,56
FantasyGalaxy,Acción,13191,71
FantasyDragon,Puzzle,10262,45
HeroFantasy,Deportes,5702,26
WarriorGalaxy,Plataforma,7937,40
ChronicleGalaxy,Plataforma,62334,40
WarriorQuest,FPS,28108,19
KingdomGalaxy,Estrategia,36834,11
KingdomAdventure,Carreras,46084,70
KingdomHero,FPS,22414,23
QuestChronicle,Battle Royale,38626,88
KingdomQuest,Carreras,35365,45
AdventureAdventure,MMORPG,29003,63
WarriorGalaxy,Plataforma,37311,36
GalaxyLegends,Deportes,21685,34
HeroKingdom,Simulación,13149,65
LegendsGalaxy,Aventura,21645,8
WarriorEmpire,Aventura,41527,76
FantasyHero,Puzzle,59845,8
ShadowWarrior,Acción,56289,78
ShadowHero,Carreras,20128,43
EmpireShadow,Aventura,177,98
ShadowAdventure,Puzzle,37291,12
DragonEmpire,RPG,40043,30
WarriorFantasy,Battle Royale,41388,86
GalaxyAdventure,Plataforma,3271,62
LegendsQuest,Deportes,42476,83
DragonDragon,Puzzle,40436,95
EmpireGalaxy,RPG,60066,95
ChronicleChronicle,Simulación,21279,98
QuestDragon,Acción,51180,45
EmpireHero,Carreras,41635,38
AdventureAdventure,Puzzle,50690,80
AdventureGalaxy,Deportes,62702,75
ChronicleLegends,Carreras,2292,6
ChronicleEmpire,MMORPG,6393,67
HeroQuest,Battle Royale,63359,74
ChronicleGalaxy,Aventura,48136,86
FantasyWarrior,Battle Royale,15198,67
KingdomEmpire,FPS,58707,0
KingdomFantasy,FPS,49638,8
AdventureQuest,RPG,67216,92
HeroKingdom,MMORPG,68103,9
KingdomKingdom,Plataforma,9754,32
HeroAdventure,Aventura,41756,93
FantasyQuest,Puzzle,3844,25
KingdomAdventure,FPS,69051,48
HeroKingdom,Simulación,3584,51
QuestLegends,Deportes,13660,84
HeroDragon,MMORPG,48696,27
KingdomKingdom,RPG,29045,15
GalaxyDragon,Plataforma,29488,59
AdventureGalaxy,Estrategia,48066,38
QuestKingdom,Acción,58668,99
LegendsKingdom,MMORPG,46463,62
GalaxyQuest,Acción,55723,59
ShadowEmpire,Puzzle,13968,44
GalaxyQuest,Acción,61473,73
WarriorShadow,FPS,27856,41
DragonShadow,Puzzle,63217,57
HeroShadow,Carreras,48676,42
LegendsDragon,RPG,25577,26
WarriorLegends,Simulación,45931,7
DragonShadow,Battle Royale,25886,1
WarriorKingdom,RPG,3162,2
ChronicleChronicle,MMORPG,43247,78
EmpireKingdom,RPG,48836,60
KingdomEmpire,FPS,34950,80
HeroLegends,Puzzle,63845,78
WarriorHero,Simulación,48779,0
QuestAdventure,Simulación,7839,88
FantasyFantasy,Deportes,69521,77
ShadowAdventure,FPS,18292,19
ChronicleChronicle,Carreras,48457,30
FantasyChronicle,Battle Royale,48291,44
FantasyAdventure,Estrategia,52783,94
FantasyLegends,Puzzle,61360,63
DragonAdventure,Deportes,24784,48
GalaxyLegends,RPG,27739,39
WarriorWarrior,Plataforma,65010,20
LegendsWarrior,Deportes,69624,7
LegendsQuest,Deportes,21397,4
ShadowDragon,RPG,66729,65
DragonEmpire,Puzzle,35302,91
LegendsWarrior,Carreras,61020,52
WarriorKingdom,FPS,23144,56
ChronicleGalaxy,Estrategia,63834,60
FantasyGalaxy,RPG,59008,80
KingdomQuest,Deportes,44225,29
EmpireGalaxy,Estrategia,13241,83
FantasyDragon,Simulación,68551,69
AdventureAdventure,Carreras,55518,100
EmpireChronicle,MMORPG,44863,81
FantasyGalaxy,FPS,20820,22
QuestQuest,RPG,57525,3
EmpireKingdom,Battle Royale,6663,14
LegendsGalaxy,Aventura,49047,15
KingdomKingdom,Plataforma,4209,19
ShadowFantasy,Battle Royale,43548,23
HeroDragon,Plataforma,52494,51
FantasyDragon,Battle Royale,63335,57
AdventureEmpire,Estrategia,54902,11
HeroChronicle,Estrategia,33533,22
KingdomHero,Carreras,66367,81
LegendsAdventure,MMORPG,45389,71
GalaxyDragon,Battle Royale,54320,29
GalaxyAdventure,MMORPG,26158,33
AdventureShadow,FPS,55146,62
WarriorLegends,MMORPG,47804,77
WarriorAdventure,FPS,9678,0
ShadowShadow,Battle Royale,21003,37
DragonChronicle,RPG,1531,41
EmpireShadow,Aventura,50745,11
EmpireAdventure,Carreras,7125,38
ChronicleWarrior,Simulación,28550,76
DragonGalaxy,Estrategia,39017,71
FantasyAdventure,MMORPG,33230,47
DragonAdventure,Plataforma,63501,11
FantasyFantasy,Plataforma,48649,1
HeroWarrior,Aventura,31004,62
FantasyLegends,MMORPG,48296,8
DragonShadow,Battle Royale,8535,19
HeroWarrior,Plataforma,1479,41
EmpireDragon,Puzzle,25808,73
LegendsFantasy,Estrategia,23603,42
GalaxyChronicle,Simulación,30009,76
WarriorAdventure,Carreras,1204,94
KingdomQuest,RPG,29857,54
EmpireFantasy,Estrategia,5724,87
ChronicleEmpire,FPS,64297,81
ChronicleKingdom,Battle Royale,12497,73
EmpireFantasy,Simulación,2276,34
KingdomKingdom,Plataforma,36424,65
DragonChronicle,MMORPG,51561,50
FantasyShadow,Puzzle,27298,96
FantasyQuest,Deportes,449,55
LegendsAdventure,MMORPG,43937,81
WarriorQuest,Carreras,57411,98
ShadowFantasy,Battle Royale,67384,96
EmpireHero,Plataforma,41499,5
WarriorGalaxy,MMORPG,5781,75
DragonLegends,FPS,22240,95
WarriorDragon,FPS,58356,37
ChronicleAdventure,Deportes,37911,85
ShadowLegends,RPG,53782,94
WarriorWarrior,Plataforma,44445,100
QuestAdventure,Puzzle,16589,47
WarriorAdventure,Battle Royale,48277,72
KingdomAdventure,Puzzle,61865,61
QuestAdventure,Puzzle,62361,28
FantasyFantasy,RPG,30011,95
EmpireKingdom,Simulación,25532,18
HeroChronicle,Puzzle,54954,32
FantasyDragon,Puzzle,58788,68
DragonAdventure,Acción,37488,14
GalaxyQuest,MMORPG,53835,83
QuestGalaxy,Estrategia,6637,66
DragonGalaxy,Acción,47603,30
WarriorDragon,Simulación,3141,59
GalaxyQuest,Battle Royale,27497,86
LegendsChronicle,FPS,61035,76
KingdomDragon,Carreras,7572,83
EmpireWarrior,Carreras,22290,60
KingdomHero,FPS,18705,22
DragonDragon,Simulación,35402,23
HeroKingdom,Aventura,6880,1
WarriorLegends,Plataforma,34145,64
KingdomShadow,Puzzle,26964,41
ChronicleAdventure,Aventura,40897,74
AdventureEmpire,Plataforma,56881,69
EmpireChronicle,Carreras,4733,95
EmpireWarrior,Simulación,42667,35
ChronicleQuest,Acción,1409,45
HeroKingdom,Aventura,45149,49
ChronicleAdventure,Battle Royale,36548,10
DragonDragon,Battle Royale,24845,78
GalaxyWarrior,Estrategia,36294,80
GalaxyFantasy,RPG,16430,8
KingdomHero,Deportes,58045,20
HeroQuest,Carreras,36961,15
QuestDragon,FPS,2717,93
ChronicleHero,Acción,39309,10
ShadowLegends,RPG,62635,57
EmpireHero,Acción,16641,96
EmpireChronicle,Estrategia,58087,2
LegendsDragon,Aventura,26296,94
EmpireEmpire,FPS,46578,74
FantasyAdventure,FPS,24613,29
DragonWarrior,Acción,7783,44
FantasyWarrior,Plataforma,60832,13
KingdomKingdom,Simulación,19721,70
AdventureKingdom,Carreras,12653,75
AdventureShadow,Simulación,62791,41
WarriorFantasy,Battle Royale,16184,17
ShadowWarrior,Deportes,44414,54
GalaxyDragon,Acción,16347,12
ShadowHero,Simulación,63851,11
ChronicleEmpire,Carreras,31064,75
GalaxyGalaxy,Simulación,11922,17
KingdomGalaxy,RPG,32922,55
EmpireShadow,Aventura,59780,90
ShadowDragon,Aventura,68033,79
QuestQuest,Aventura,27224,78
DragonQuest,Deportes,5163,60
EmpireDragon,Simulación,31517,0
DragonWarrior,Battle Royale,53809,77
HeroAdventure,Battle Royale,29877,77
QuestChronicle,Acción,307,84
AdventureGalaxy,FPS,61551,96
EmpireQuest,Carreras,8312,98
QuestChronicle,Simulación,53077,39
WarriorHero,RPG,59305,77
GalaxyEmpire,Puzzle,11160,56
LegendsFantasy,RPG,36256,66
KingdomDragon,Plataforma,47919,61
ShadowGalaxy,Carreras,22960,34
FantasyLegends,Aventura,36986,45
FantasyChronicle,FPS,5124,27
ShadowWarrior,Battle Royale,4806,76
ShadowAdventure,MMORPG,62359,82
EmpireLegends,Simulación,3445,28
AdventureAdventure,RPG,14010,29
FantasyHero,Carreras,59403,52
QuestQuest,MMORPG,40158,36
QuestAdventure,Plataforma,8017,12
GalaxyDragon,Puzzle,36477,90
LegendsQuest,MMORPG,3649,74
DragonFantasy,Estrategia,55401,15
KingdomKingdom,Carreras,41126,1
QuestHero,MMORPG,57303,6
AdventureWarrior,Acción,8954,59
QuestKingdom,Acción,14549,35
QuestGalaxy,Simulación,1029,51
WarriorGalaxy,FPS,68080,36
GalaxyLegends,MMORPG,7163,73
QuestGalaxy,MMORPG,21207,28
HeroShadow,Deportes,42147,67
HeroWarrior,Carreras,3676,27
GalaxyHero,Estrategia,54426,49
ShadowQuest,FPS,10445,68
HeroHero,RPG,47187,40
LegendsQuest,RPG,39376,12
ChronicleFantasy,Acción,31351,36
HeroGalaxy,RPG,32941,17
ShadowGalaxy,Simulación,45040,62
ChronicleShadow,Carreras,62292,3
AdventureShadow,RPG,39173,12
GalaxyFantasy,Carreras,65169,37
AdventureChronicle,FPS,56562,45
GalaxyAdventure,RPG,61397,2
WarriorGalaxy,Carreras,37943,88
FantasyLegends,Plataforma,37679,6
HeroQuest,Deportes,36985,65
ShadowDragon,Acción,34806,94
QuestChronicle,Acción,58777,51
QuestQuest,Puzzle,55004,9
ShadowGalaxy,Deportes,12360,20
QuestEmpire,Battle Royale,8546,30
HeroEmpire,Carreras,62978,80
AdventureLegends,Deportes,23871,70
HeroEmpire,Deportes,29351,96
GalaxyKingdom,Simulación,56805,21
GalaxyDragon,Aventura,53938,92
ChronicleFantasy,MMORPG,68571,43
HeroDragon,Aventura,34788,91
EmpireGalaxy,Deportes,5808,40
ShadowGalaxy,Puzzle,17988,32
KingdomWarrior,FPS,21690,49
QuestLegends,Estrategia,30415,74
EmpireEmpire,Simulación,306,59
KingdomKingdom,RPG,16476,43
ShadowLegends,Estrategia,33560,94
HeroGalaxy,Simulación,63519,65
GalaxyWarrior,Puzzle,26391,12
ShadowKingdom,Plataforma,68820,68
WarriorQuest,Acción,54567,81
DragonHero,Estrategia,13328,42
FantasyChronicle,Simulación,31848,35
QuestShadow,Estrategia,62160,96
HeroHero,MMORPG,1378,99
ShadowGalaxy,Carreras,52096,88
AdventureDragon,Puzzle,22137,94
AdventureLegends,Plataforma,37284,76
DragonFantasy,MMORPG,33618,95
DragonEmpire,Estrategia,5616,94
LegendsWarrior,Aventura,43503,91
AdventureChronicle,Plataforma,39326,3
DragonGalaxy,Estrategia,31101,5
LegendsEmpire,Acción,22971,24
HeroHero,FPS,10560,13
ChronicleAdventure,Estrategia,28219,42
WarriorQuest,Estrategia,61672,93
AdventureWarrior,Deportes,54556,25
EmpireDragon,Carreras,27894,98
EmpireShadow,Puzzle,63294,74
FantasyShadow,Battle Royale,64163,3
DragonDragon,Acción,46283,68
KingdomDragon,Puzzle,12553,24
FantasyQuest,Acción,58883,44
FantasyLegends,Simulación,41822,40
HeroWarrior,Battle Royale,22919,86
FantasyLegends,Simulación,12178,59
AdventureShadow,Deportes,2987,21
FantasyEmpire,Deportes,59894,5
WarriorWarrior,Deportes,58268,53
AdventureHero,RPG,58815,27
GalaxyWarrior,Simulación,65092,55
EmpireLegends,Deportes,62944,25
DragonDragon,FPS,7014,77
LegendsLegends,FPS,63143,45
EmpireLegends,Aventura,41978,48
KingdomDragon,Battle Royale,7523,74
WarriorChronicle,Plataforma,65013,18
LegendsQuest,Aventura,51022,13
QuestKingdom,RPG,69551,44
FantasyShadow,Estrategia,52782,5
GalaxyQuest,Estrategia,63835,17
QuestShadow,Carreras,51251,39
DragonFantasy,Carreras,9166,89
ShadowQuest,Puzzle,60986,17
KingdomLegends,Plataforma,34043,33
WarriorQuest,FPS,27305,83
DragonQuest,MMORPG,32423,59
HeroChronicle,Puzzle,63005,37
FantasyDragon,Carreras,21909,35
AdventureShadow,Aventura,36269,50
WarriorEmpire,MMORPG,14357,7
DragonEmpire,Carreras,13640,55
WarriorKingdom,Acción,62517,8
GalaxyHero,Estrategia,40342,8
ShadowFantasy,Simulación,18311,71
HeroChronicle,MMORPG,68631,46
EmpireShadow,Carreras,39071,69
FantasyQuest,Acción,25153,5
DragonShadow,RPG,42475,69
HeroShadow,Battle Royale,22309,99
WarriorChronicle,Puzzle,19372,37
DragonFantasy,MMORPG,9883,56
FantasyDragon,RPG,42123,47
WarriorGalaxy,Carreras,34520,73
FantasyAdventure,Estrategia,6837,8
HeroEmpire,Acción,69934,39
AdventureDragon,Deportes,7926,53
WarriorDragon,Acción,53776,21
WarriorEmpire,RPG,30217,19
AdventureKingdom,MMORPG,62187,1
QuestHero,Simulación,43799,37
ShadowQuest,Carreras,25794,8
HeroAdventure,FPS,23432,22
LegendsEmpire,Deportes,65076,87
HeroChronicle,Estrategia,5489,56
ShadowHero,FPS,7765,24
EmpireFantasy,Aventura,24140,95
FantasyWarrior,Acción,4607,86
ShadowAdventure,Puzzle,31871,97
ShadowLegends,FPS,53634,87
WarriorHero,Aventura,37279,96
DragonQuest,Carreras,8237,22
DragonGalaxy,Battle Royale,58686,44
AdventureKingdom,Simulación,4897,48
EmpireWarrior,Puzzle,39995,78
AdventureChronicle,FPS,51050,14
AdventureFantasy,MMORPG,6222,0
FantasyDragon,Carreras,41454,92
FantasyKingdom,Deportes,50206,36
DragonKingdom,Simulación,12673,35
GalaxyGalaxy,MMORPG,46566,71
ChronicleFantasy,Puzzle,15751,21
WarriorQuest,MMORPG,40149,87
KingdomEmpire,Estrategia,47303,87
KingdomWarrior,RPG,16470,32
WarriorChronicle,Estrategia,23128,38
KingdomLegends,Carreras,29997,12
EmpireHero,Puzzle,63856,50
ChronicleShadow,Plataforma,47981,50
DragonAdventure,Battle Royale,60823,79
FantasyHero,Acción,28515,72
AdventureKingdom,Carreras,39854,73
QuestDragon,Aventura,32413,69
QuestDragon,Simulación,40233,87
ShadowDragon,Estrategia,63308,46
GalaxyHero,Estrategia,45143,5
AdventureLegends,Plataforma,43085,21
LegendsQuest,RPG,46132,2
AdventureFantasy,FPS,46765,100
GalaxyLegends,Carreras,45785,5
KingdomHero,FPS,7779,22
HeroQuest,MMORPG,60010,55
DragonWarrior,Estrategia,32097,18
EmpireWarrior,Battle Royale,58080,90
EmpireHero,Plataforma,61202,44
QuestQuest,Aventura,6643,55
GalaxyFantasy,Puzzle,52366,91
DragonEmpire,Acción,17876,86
ChronicleGalaxy,Carreras,29218,28
GalaxyHero,Deportes,21790,32
DragonLegends,Acción,28756,23
AdventureChronicle,MMORPG,25720,17
QuestAdventure,Estrategia,55236,93
WarriorWarrior,Battle Royale,38694,60
DragonDragon,Plataforma,31138,36
AdventureQuest,FPS,3883,49
QuestDragon,Acción,49889,63
AdventureQuest,Puzzle,25566,71
EmpireHero,Aventura,61817,79
DragonShadow,Deportes,50552,100
KingdomEmpire,Carreras,51247,17
GalaxyDragon,Deportes,67321,72
ChronicleEmpire,Deportes,41387,95
DragonHero,FPS,63837,65
EmpireGalaxy,Plataforma,10196,15
GalaxyWarrior,Battle Royale,52293,28
GalaxyShadow,Plataforma,29634,94
WarriorShadow,Acción,21749,22
EmpireAdventure,Acción,14644,14
KingdomEmpire,Acción,23446,67
LegendsLegends,Carreras,21639,64
HeroGalaxy,Aventura,26151,78
HeroQuest,RPG,57722,27
QuestFantasy,Acción,68632,29
DragonAdventure,Puzzle,4242,50
KingdomEmpire,RPG,36508,46
WarriorGalaxy,Aventura,3525,61
ChronicleAdventure,Aventura,5101,59
EmpireFantasy,Simulación,42073,40
AdventureDragon,Puzzle,43773,79
KingdomLegends,Plataforma,34393,79
ShadowGalaxy,Battle Royale,19416,10
DragonDragon,RPG,35077,81
KingdomFantasy,Battle Royale,35244,42
HeroGalaxy,MMORPG,67561,88
ShadowLegends,RPG,2270,85
GalaxyKingdom,Carreras,69768,9
AdventureAdventure,Aventura,11836,10
KingdomGalaxy,Estrategia,55380,93
LegendsShadow,Puzzle,62037,44
GalaxyChronicle,RPG,34511,22
GalaxyKingdom,Plataforma,34812,73
DragonKingdom,Deportes,53792,70
KingdomAdventure,Simulación,20173,32
QuestQuest,Aventura,10052,36
KingdomEmpire,Plataforma,57893,4
GalaxyChronicle,Deportes,37550,27
QuestHero,Aventura,21893,78
ShadowWarrior,MMORPG,38784,94
LegendsLegends,Plataforma,54268,10
QuestFantasy,Battle Royale,14971,93
GalaxyDragon,Simulación,3929,33
KingdomWarrior,Estrategia,49711,27
AdventureQuest,Simulación,63628,1
KingdomQuest,Puzzle,2764,33
WarriorKingdom,Carreras,16469,5
LegendsQuest,Deportes,66301,69
ChronicleKingdom,Plataforma,19196,36
ChronicleWarrior,Aventura,16104,42
ShadowDragon,Plataforma,63002,77
WarriorQuest,MMORPG,63300,93
ChronicleChronicle,Carreras,12194,50
GalaxyShadow,Aventura,10209,85
LegendsFantasy,Deportes,30054,79
EmpireGalaxy,Puzzle,58111,26
KingdomAdventure,Deportes,55738,45
KingdomFantasy,Deportes,43181,48
FantasyHero,MMORPG,45455,87
QuestFantasy,FPS,18570,88
QuestKingdom,Battle Royale,38892,84
QuestEmpire,Estrategia,40795,66
ChronicleAdventure,Battle Royale,68729,62
FantasyHero,Aventura,24664,65
AdventureDragon,Carreras,32477,60
WarriorShadow,FPS,8696,10
KingdomWarrior,Deportes,58968,83
HeroWarrior,Simulación,40949,13
WarriorLegends,RPG,35049,11
LegendsGalaxy,RPG,29571,18
WarriorAdventure,Estrategia,62391,84
EmpireShadow,RPG,34674,49
GalaxyKingdom,Estrategia,56365,87
ShadowDragon,FPS,49937,4
HeroHero,Aventura,25122,68
GalaxyChronicle,Puzzle,37591,22
GalaxyChronicle,FPS,1151,98
HeroHero,Battle Royale,67284,72
FantasyDragon,MMORPG,60821,45
LegendsFantasy,MMORPG,46079,6
ChronicleLegends,MMORPG,30468,59
DragonChronicle,Plataforma,28588,86
LegendsShadow,Deportes,51622,10
DragonLegends,Aventura,4577,24
GalaxyGalaxy,Carreras,54793,15
WarriorGalaxy,Carreras,56823,24
WarriorHero,Estrategia,36809,16
ChronicleChronicle,Acción,41018,81
FantasyEmpire,RPG,28013,46
HeroGalaxy,MMORPG,28500,78
FantasyQuest,Aventura,11990,68
HeroEmpire,Acción,60918,7
GalaxyAdventure,Puzzle,2138,47
DragonChronicle,Battle Royale,51639,55
GalaxyDragon,RPG,11971,32
AdventureDragon,Plataforma,64051,8
EmpireWarrior,Deportes,51047,38
GalaxyGalaxy,Acción,54323,78
GalaxyShadow,MMORPG,59169,56
LegendsEmpire,Plataforma,40053,41
DragonFantasy,Plataforma,23890,79
KingdomAdventure,Deportes,11412,59
EmpireEmpire,Aventura,19679,99
AdventureHero,Aventura,46991,53
FantasyGalaxy,Estrategia,36627,42
KingdomLegends,Estrategia,43710,90
LegendsChronicle,Simulación,15263,47
ShadowDragon,Aventura,27303,27
GalaxyEmpire,Battle Royale,60345,38
ShadowDragon,Estrategia,66374,61
HeroLegends,Simulación,19158,58
DragonDragon,Acción,126,58
EmpireFantasy,Aventura,6747,28
ChronicleAdventure,Carreras,7923,26
AdventureKingdom,RPG,26212,27
HeroFantasy,Simulación,40800,68
HeroGalaxy,Plataforma,12533,14
DragonShadow,Puzzle,16712,68
EmpireShadow,Simulación,48614,94
QuestShadow,Carreras,66594,98
QuestHero,Puzzle,60155,16
FantasyDragon,Aventura,68137,11
ShadowChronicle,FPS,52271,28
LegendsAdventure,FPS,1852,7
KingdomChronicle,Deportes,29627,20
ChronicleGalaxy,MMORPG,40646,9
FantasyFantasy,Carreras,66718,40
KingdomGalaxy,Deportes,64022,100
HeroQuest,Estrategia,7352,84
WarriorQuest,Carreras,46015,96
LegendsChronicle,Estrategia,19467,86
WarriorFantasy,Estrategia,26097,62
QuestShadow,RPG,1517,5
QuestAdventure,Deportes,50655,23
FantasyHero,Deportes,32139,15
EmpireWarrior,Deportes,5707,63
FantasyHero,Carreras,58735,33
HeroKingdom,RPG,28246,59
LegendsKingdom,MMORPG,28875,30
HeroChronicle,Aventura,24364,63
AdventureFantasy,FPS,31048,13
LegendsFantasy,Simulación,51097,2
ShadowDragon,Deportes,12157,31
EmpireQuest,Acción,41709,91
AdventureGalaxy,Simulación,24684,67
WarriorQuest,Plataforma,66864,24
KingdomQuest,Estrategia,36647,0
QuestChronicle,Aventura,11931,35
LegendsLegends,Battle Royale,42663,69
LegendsDragon,Estrategia,12592,48
AdventureGalaxy,MMORPG,53240,55
ChronicleDragon,Battle Royale,6568,47
WarriorDragon,Acción,14707,72
ChronicleQuest,Battle Royale,59529,55
DragonQuest,Aventura,44004,1
ShadowDragon,MMORPG,10989,60
WarriorChronicle,Estrategia,67818,84
DragonEmpire,Puzzle,59526,92
WarriorWarrior,Battle Royale,43627,15
QuestDragon,Acción,53226,65
AdventureChronicle,Plataforma,68788,1
LegendsChronicle,Plataforma,19790,78
EmpireEmpire,MMORPG,37101,37
ShadowLegends,Acción,19657,9
LegendsEmpire,Plataforma,25598,62
DragonQuest,Carreras,17523,38
GalaxyAdventure,Carreras,1850,16
ShadowGalaxy,Puzzle,39460,83
HeroChronicle,Estrategia,8129,45
HeroQuest,Puzzle,43231,44
FantasyDragon,Acción,62486,60
ChronicleAdventure,MMORPG,6634,37
WarriorShadow,FPS,16953,4
FantasyKingdom,Carreras,35375,74
HeroDragon,Puzzle,31869,20
EmpireShadow,Estrategia,66926,77
AdventureHero,Acción,54683,60
FantasyChronicle,FPS,39898,96
AdventureGalaxy,Estrategia,21161,41
EmpireGalaxy,MMORPG,35,75
HeroShadow,Deportes,65036,50
HeroChronicle,Aventura,6708,54
EmpireHero,FPS,7304,19
EmpireKingdom,FPS,16622,55
FantasyShadow,Carreras,28092,96
GalaxyQuest,MMORPG,1713,38
GalaxyWarrior,Carreras,53767,56
AdventureChronicle,FPS,18626,60
QuestWarrior,Puzzle,49752,42
AdventureKingdom,MMORPG,34214,55
LegendsShadow,Carreras,14239,61
FantasyDragon,Puzzle,4053,42
ShadowLegends,Puzzle,42694,7
KingdomFantasy,MMORPG,45391,67
KingdomKingdom,Estrategia,49213,34
WarriorGalaxy,Puzzle,8651,75
WarriorFantasy,Battle Royale,65259,2
HeroKingdom,Carreras,37559,14
FantasyFantasy,Acción,25556,28
ShadowChronicle,Deportes,64271,62
EmpireFantasy,RPG,57929,84
KingdomGalaxy,RPG,22649,63
QuestFantasy,Plataforma,6373,92
GalaxyKingdom,Battle Royale,26047,59
KingdomFantasy,Estrategia,67110,1
AdventureLegends,Plataforma,60427,66
WarriorChronicle,RPG,69313,60
GalaxyLegends,FPS,69040,88
ShadowFantasy,RPG,42072,44
EmpireWarrior,FPS,21786,52
ChronicleQuest,Carreras,31553,63
KingdomChronicle,Estrategia,8139,77
AdventureLegends,Deportes,39441,79
KingdomGalaxy,Acción,36325,66
FantasyChronicle,Deportes,34911,64
EmpireEmpire,Deportes,54493,62
HeroLegends,Plataforma,5175,4
ChronicleQuest,MMORPG,68039,92
DragonKingdom,Puzzle,30313,51
FantasyKingdom,Plataforma,36107,35
ShadowAdventure,Deportes,17986,38
HeroChronicle,RPG,23676,9
ChronicleEmpire,Battle Royale,52079,20
EmpireShadow,Puzzle,49142,93
KingdomWarrior,Battle Royale,8206,69
ChronicleGalaxy,Carreras,3799,71
HeroWarrior,Plataforma,8908,58
AdventureGalaxy,Aventura,35956,99
ShadowFantasy,RPG,51864,64
WarriorShadow,Acción,51055,21
FantasyChronicle,Deportes,52058,23
ShadowAdventure,Aventura,10190,76
HeroFantasy,MMORPG,31640,76
FantasyGalaxy,Carreras,14167,19
QuestWarrior,Carreras,23470,25
DragonAdventure,Acción,29226,48
WarriorWarrior,Plataforma,19766,53
